Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel	IsRevive	AIParam10
Thầy bói 3 	3	6	0								passerby072_3	0	0	0	0	0	34	45																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán tranh 1 	3	6	0								passerby073_1	0	0	0	0	0	38	38																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán tranh 2 	3	6	0								passerby073_2	0	0	0	0	0	38	38																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán tranh 3 	3	6	0								passerby073_3	0	0	0	0	0	38	38																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Tạp hóa nhỏ 1 	3	6	0								passerby074_1	0	0	0	0	0	38	36																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Tạp hóa nhỏ 2 	3	6	0								passerby074_2	0	0	0	0	0	38	36																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Tạp hóa nhỏ 3 	3	6	0								passerby074_3	0	0	0	0	0	38	36																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán thịt heo 1 	3	6	0								passerby075_1	0	0	0	0	0	38	40																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán thịt heo 2 	3	6	0								passerby075_2	0	0	0	0	0	38	40																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán thịt heo 3 	3	6	0								passerby075_3	0	0	0	0	0	38	40																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán tôm cá 1 	3	6	0								passerby076_1	0	0	0	0	0	15	16																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán tôm cá 2 	3	6	0								passerby076_2	0	0	0	0	0	15	16																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán tôm cá 3 	3	6	0								passerby076_3	0	0	0	0	0	15	16																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán bánh bao 1 	3	6	0								passerby077_1	0	0	0	0	0	50	50																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán bánh bao 2 	3	6	0								passerby077_2	0	0	0	0	0	50	50																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán bánh bao 3 	3	6	0								passerby077_3	0	0	0	0	0	50	50																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
rau cải 1 	3	6	0								passerby079_1	0	0	0	0	0	34	32																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
rau cải 2 	3	6	0								passerby079_2	0	0	0	0	0	34	32																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
rau cải 3 	3	6	0								passerby079_3	0	0	0	0	0	34	32																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Kẹo hồ lô 	3	6	0								passerby080	0	0	0	0	0	17	34																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ngư ông	3	6	0								passerby088	0	0	0	0	0	84	84																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Lãng nhân 1	3	6	0								passerby092	0	0	0	0	0	16	28																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Lãng nhân 3	3	6	0								passerby094	0	0	0	0	0	24	57																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Lãng nhân 4	3	6	0								passerby095	0	0	0	0	0	32	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Lãng nhân 6	3	6	0								passerby097	0	0	0	0	0	24	49																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ông già 1	3	6	0								passerby099	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ông già 2	3	6	0								passerby100	0	0	0	0	0	27	45																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ông già 3	3	6	0								passerby101	0	0	0	0	0	17	61																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ông già 4	3	6	0								passerby102	0	0	0	0	0	17	76																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ông già 5	3	6	0								passerby103	0	0	0	0	0	34	62																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bà già 1	3	6	0								passerby104	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bà già 2	3	6	0								passerby105	0	0	0	0	0	24	25																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Thợ săn 	3	6	0								passerby108	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cô bán hoa	3	6	0								passerby110	0	0	0	0	0	24	42																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ăn mày	3	6	0								passerby112	0	0	0	0	0	25	25																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 3	3	6	0								passerby117	0	0	0	0	0	26	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 4	3	6	0								passerby118	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 5	3	6	0								passerby119	0	0	0	0	0	24	36																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 6	3	6	0								passerby120	0	0	0	0	0	30	35																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 7	3	6	0								passerby121	0	0	0	0	0	26	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 8	3	6	0								passerby122	0	0	0	0	0	22	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 9	3	6	0								passerby123	0	0	0	0	0	26	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 10	3	6	0								passerby124	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 11	3	6	0								passerby125	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 13	3	6	0								passerby127	0	0	0	0	0	45	48																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 14	3	6	0								passerby128	0	0	0	0	0	46	52																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 15	3	6	0								passerby129	0	0	0	0	0	47	33																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 16	3	6	0								passerby130	0	0	0	0	0	8	40																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 17	3	6	0								passerby131	0	0	0	0	0	49	48																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam thanh niên 18	3	6	0								passerby132	0	0	0	0	0	45	58																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 1	3	6	0								passerby133	0	0	0	0	0	29	26																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 2	3	6	0								passerby134	0	0	0	0	0	30	38																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 3	3	6	0								passerby135	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 4	3	6	0								passerby136	0	0	0	0	0	22	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 5	3	6	0								passerby137	0	0	0	0	0	26	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 6	3	6	0								passerby138	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 7	3	6	0								passerby139	0	0	0	0	0	22	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 8	3	6	0								passerby140	0	0	0	0	0	30	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 9	3	6	0								passerby141	0	0	0	0	0	22	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 10	3	6	0								passerby142	0	0	0	0	0	22	26																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 12	3	6	0								passerby144	0	0	0	0	0	22	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 13	3	6	0								passerby145	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 14	3	6	0								passerby146	0	0	0	0	0	22	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 15	3	6	0								passerby147	0	0	0	0	0	30	35																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 16	3	6	0								passerby148	0	0	0	0	0	27	33																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 17	3	6	0								passerby149	0	0	0	0	0	39	54																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 18	3	6	0								passerby150	0	0	0	0	0	30	35																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 19	3	6	0								passerby151	0	0	0	0	0	17	33																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 20	3	6	0								passerby152	0	0	0	0	0	17	57																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 21	3	6	0								passerby153	0	0	0	0	0	17	59																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ thanh niên 22	3	6	0								passerby154	0	0	0	0	0	26	37																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Thư sinh 1	3	6	0								passerby157	0	0	0	0	0	25	28																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Thư sinh 3	3	6	0								passerby159	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bé trai 1	3	6	0								passerby163	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bé trai 2	3	6	0								passerby164	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bé gái 1	3	6	0								passerby165	0	0	0	0	0	34	28																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bé gái 3	3	6	0								passerby167	0	0	0	0	0	19	20																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bé gái 4	3	6	0								passerby168	0	0	0	0	0	22	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 1	3	6	0								passerby169	0	0	0	0	0	21	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 2	3	6	0								passerby170	0	0	0	0	0	28	26																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 3	3	6	0								passerby171	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 4	3	6	0								passerby172	0	0	0	0	0	30	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 5	3	6	0								passerby173	0	0	0	0	0	22	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 6	3	6	0								passerby174	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 7	3	6	0								passerby175	0	0	0	0	0	47	69																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 8	3	6	0								passerby176	0	0	0	0	0	30	33																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 9	3	6	0								passerby177	0	0	0	0	0	30	33																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 10	3	6	0								passerby178	0	0	0	0	0	53	54																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 11	3	6	0								passerby179	0	0	0	0	0	36	35																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 12	3	6	0								passerby180	0	0	0	0	0	14	46																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 13	3	6	0								passerby181	0	0	0	0	0	30	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 14	3	6	0								passerby182	0	0	0	0	0	45	46																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 15	3	6	0								passerby183	0	0	0	0	0	38	52																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nam trung niên 16	3	6	0								passerby184	0	0	0	0	0	35	34																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ trung niên 1	3	6	0								passerby185	0	0	0	0	0	21	28																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ trung niên 2	3	6	0								passerby186	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ trung niên 3	3	6	0								passerby187	0	0	0	0	0	22	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ trung niên 4	3	6	0								passerby188	0	0	0	0	0	22	32																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ trung niên 5	3	6	0								passerby189	0	0	0	0	0	58	58																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nữ trung niên 6	3	6	0								passerby190	0	0	0	0	0	51	65																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Thợ rèn 4 	3	6	0								passerby004_4	0	0	0	0	0	24	24																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Học trò thợ rèn ất 4 	3	6	0								passerby006_4	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Chủ dược điếm 1 	3	6	0								passerby007_1	0	0	0	0	0	30	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bà chủ vật nuôi 4 	3	6	0								passerby011_4	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Chủ tiền trang 4 	3	6	0								passerby036_4	0	0	0	0	0	19	19																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bán ngựa Giáp 4 	3	6	0								passerby037_4	0	0	0	0	0	38	38																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Xa phu ất 4 	3	6	0								passerby040_4	0	0	0	0	0	30	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
